name,description,fragrance,top_notes,middle_notes,base_notes,detail_url
MCM 動物狂想曲淡香精-沉穩艾芬(象),充滿力量的貝爾是領導力滿分的存在！以佛手柑的清新拉開序幕，香草與檀香交織出溫暖且有力的氣場。他的香氣鼓勵你信任直覺、大膽前行，是面對挑戰時的最佳後盾。,花香調 、 柑苔調 、 皮革香調,葡萄柚、海藻、小蒼蘭,小荳蔻、木蘭、松露,雪松、橡木苔、龍涎香醚,https://www.1976.com.tw/prod/23057
MCM 動物狂想曲淡香精-魔力貝爾(熊),充滿力量的貝爾是領導力滿分的存在！以佛手柑的清新拉開序幕，香草與檀香交織出溫暖且有力的氣場。他的香氣鼓勵你信任直覺、大膽前行，是面對挑戰時的最佳後盾。,木質花香調,欖香脂、佛手柑,芝麻、廣藿香花,零陵香豆、香草、檀香木,https://www.1976.com.tw/prod/23056
Nishane Wulong Cha 龍之道 香精 TESTER,一支氣質極高的冷調柑橘茶香，像清晨剛沖好的烏龍茶，蒸氣中帶著佛手柑與橙皮的明亮清香。前調以清脆果香開場，迅速被優雅的烏龍茶氣息接手，夾帶輕柔無花果與麝香，營造出如山間霧氣般的空靈透明感。整體氣味清爽脫俗，不甜不膩，既乾淨又具有東方靈性，適合喜歡冷靜、高級氣質的人。,茶香清新調 、 柑橘調,佛手柑、橙、荔枝、柑橘,烏龍茶、肉豆蔻,麝香、無花果,https://www.1976.com.tw/prod/23005
Acqua Di Parma Oud & Spice 格調系列-沉香與辛香淡香精迷你瓶(緋紅沉香),Acqua Di Parma Oud & Spice 格調系列-沉香與辛香淡香精(緋紅沉香)濃鬱而飽滿的烏木香調經過蒸餾，與溫暖辛辣的肉桂和丁香交融，呈現出意想不到的驚喜。,木質東方調 、 辛辣調,佛手柑、覆盆莓、玫瑰,肉桂、粉紅胡椒、丁香,沉香、廣藿香、勞丹脂,https://www.1976.com.tw/prod/23001
Acqua Di Parma Zafferano 格調系列-藏紅花淡香精迷你瓶,藏紅花溫暖乾燥的香氣經過蒸餾，與意大利金色水果的明亮香氣相結合，就像鍍金的火花與強烈的辛辣香氣一起舞動，創造出意想不到的充滿活力的感覺。,東方花香調,佛手柑、柑橘、芫荽、苦橙,茉莉、天竺葵、玫瑰、藏紅花、橙花,香草、零陵香豆、廣藿香,https://www.1976.com.tw/prod/23000
Acqua Di Parma Sandalo 格調系列-白檀淡香精迷你瓶,香檸檬、檸檬、柑橘、苦橙葉增加了新鮮度。中味迷迭香交融薰衣草、細膩的芳香，加上一絲小豆蔻。後味由白檀的豐富、琥珀、零陵香豆的溫暖，充滿活力的木質基調帶來完美的男人味。,木質調 、 柑橘調,香檸檬、檸檬、柑橘、苦橙葉,薰衣草、小豆蔻,白檀、琥珀、零陵香豆,https://www.1976.com.tw/prod/22999
Acqua Di Parma Oud 格調系列-沉香淡香精迷你瓶,溫暖、深沉的沉香香調。一款魅力十足且充滿陽剛氣息的香水。,木質東方調,檸檬、甜橙,海地阿米香樹脂油、俄羅斯蕪荽、沉香,雪松、皮革調、廣藿香、檀木、麝香,https://www.1976.com.tw/prod/22998
Acqua di Parma Yuzu 帕爾瑪之水 格調系列-青柚淡香精迷你瓶,Acqua di Parma 帕爾瑪之水 格調系列-青柚淡香精，將柚子苦樂參半的香調與充滿活力和明亮的柑橘香調結合在一起。,柑橘調,柚子、香檸檬、胡椒,蓮花、含羞草、紫羅蘭、茉莉,麝香、甘草、檀香,https://www.1976.com.tw/prod/22997
Acqua Di Parma Bergamotto di Calabria 藍色地中海佛手柑中性淡香水迷你瓶,Blu Mediterraneo Bergamotto di Calabria 是一款表達卡拉布里亞地區精髓的香水，擁有豐富的傳統，海岸的色彩和氣味激發感官。閃閃發光的佛手柑香調與雪松、紅薑和香根草的香調相結合，營造出愉悅的感覺。,薑、雪松 、花香調,佛手柑 、香櫞,,香根草、麝香、安息香,https://www.1976.com.tw/prod/22996
Acqua Di Parma Mirto di Panarea 藍色地中海桃金孃加州桂 中性淡香水迷你瓶,這款中性水生氣息持香度約半天，前調很是清新，聞起來令人耳目一新，讓你有種在海邊度假的感覺，中後為柑橘帶點木質花香，像沐浴後的乾淨氣味，推薦大家春天夏天使用～,,桃金孃、羅勒、檸檬、佛手柑,海洋元素、茉莉、玫瑰、丁香、黑醋栗,瑪蹄脂、杜松、雪松、琥珀,https://www.1976.com.tw/prod/22995
Acqua Di Parma Fico Di Amalfi 藍色地中海無花果中性淡香水迷你瓶,曾在歐洲居住數年，這個清新的無花果香氣，很特別，沒有一般無花果香水常見的奶油般厚重甜感，並且馬上讓我想起，西班牙馬約卡島，以及馬爾他島的藍色地中海風情，這個香氣，會讓你有一秒飛到歐洲海邊度假的感覺，很有情境感。對於亞洲人而言，這款營造出的異國風情相當立體，屬於情境轉移類的香水。,木質清新調 、 柑橘調,佛手柑、檸檬，西柚、柑橘、橘子,無花果、粉紅胡椒、茉莉,麝香、雪松、無花果蜜,https://www.1976.com.tw/prod/22994
Acqua Di Parma Arancia di Capri 藍色地中海卡布里香橙中性淡香水迷你瓶,Acqua di Parma 的 Arancia di Capri 是一款帶有輕鬆心情的淡香水。這款香水以其充滿活力和明亮的橙子、柑橘和檸檬的前調而引人注目。中調的小粒穀物與荳蔻的濃郁氣息相得益彰，而基調則結合了淡淡的焦糖和麝香的感性氣息。,柑橘調,甜橙、西西里柑橘、佛手柑、檸檬,小粒穀物、荳蔻,焦糖、麝香,https://www.1976.com.tw/prod/22993
Acqua Di Parma Colonia Pura 純萃中性古龍水迷你瓶,想找尋經典古龍水的優雅但又害怕過於老氣嗎？這支Colonia Pura會是一個很好的選擇，乾淨清甜的花香讓他走向較為中性較為年輕，但又保留了古龍水的特性，真的非常享受這個味道。,木質清新調 、 柑橘花香調,佛手柑、橙、苦橙葉、臭氧,茉莉、水仙花、芫荽,廣藿香、雪松、麝香,https://www.1976.com.tw/prod/22992
Tom Ford Rose Exposed 私人調香系列-裸慾玫瑰中性淡香精,Tom Ford Rose Exposed 私人調香系列-裸慾玫瑰中性淡香精，一款花香皮革香水，捕捉了玫瑰最濃鬱的香氣。,玫瑰花香調 、 皮革香調 、 辛辣調,白胡椒、粉紅胡椒,曼斯特玫瑰、玫瑰水、橙花,黑皮革、檀香、乳香、喀什米爾木,https://www.1976.com.tw/prod/22984
Ormonde Jayne Frangipani 寮國緬梔中性淡香精(費格帕尼),雞蛋花擁有大片優雅的奶油色花瓣，堪稱熱帶花卉中的女王。這款香水的核心是雞蛋花、茉莉和晚香玉的美妙融合，並以李子、睡蓮和綠蘭花油的芬芳點綴。這款香水擁有出色的基調和層次，香調柔和、迷人，令人難忘。,花香調,菩提樹花、玉蘭花、菩提樹,雞蛋花、玫瑰、晚香玉、睡蓮、李子、蘭花,琥珀、麝香、雪松、香草,https://www.1976.com.tw/prod/22981
MCM 動物狂想曲系列香氛迷你禮盒,MCM 動物狂想曲系列香氛迷你禮盒，一起跟著可愛動物們開啟勇敢的冒險計劃。特別收編四款動物角色作系列成員，以獨特特色的造型瓶蓋，及專為不同個性特質的動物所設計的豐富香氣，打造香氛界最有個性的主角陣容。,,,,,https://www.1976.com.tw/prod/22976
Tom Ford Oud Wood Parfum 神秘東方極致香精,前調有種特別的辛香料氣息，粉紅胡椒很突出，襯著檀香沉香味，確實非常的東方感，是一種非常乾燥的木質調性，不帶甜感粉感，其實對比如神秘聖木等，較內斂感受的木質調性，持香表現也不錯。,木質調 、 木質東方調 、 辛辣調,小荳蔻、粉紅胡椒、迷迭香,檀香、烏木、廣藿香、香根草,香草、零陵香豆、琥珀,https://www.1976.com.tw/prod/22975
Comme des Garcons Blackpepper 川久保玲黑胡椒中性淡香精,用於最珍貴、最神秘的調香，其濃鬱濃鬱的特質賦予香水木質、動物香、香脂甚至蜂蜜的芬芳和質感。,木質東方調 、 辛辣調,黑胡椒、雪松、沉香、廣藿香、麝香、零陵香豆、阿基加拉木,,,https://www.1976.com.tw/prod/22955
Comme des Garcons Wonder Oud 川久保玲奇蹟烏木中性淡香精,用於最珍貴、最神秘的調香，其濃鬱濃鬱的特質賦予香水木質、動物香、香脂甚至蜂蜜的芬芳和質感。,木質東方調,雪松、沉香、廣藿香、檀香、香根草、癒創木、帕什米諾,,,https://www.1976.com.tw/prod/22954
Maison Alhambra Tobacco Touch 中性淡香精,Tom Ford 午夜香草平替,木質東方調,菸草、辛香料,菸草、香草、零陵香豆、可可,乾果、木質調,https://www.1976.com.tw/prod/22901
Montale Intense Iris 濃郁鳶尾中性淡香精,Montale Intense Iris 濃郁鳶尾中性淡香精，可以單獨使用，也能與來 Montale 的其他香水相結合，它將為您帶來獨特而永恆的別緻氣息。,木質花香調,鳶尾花 、檀香、白麝香,,,https://www.1976.com.tw/prod/22899
Montale Bengal Oud 孟加拉沉香中性淡香精,狂野而精緻的香水。你擁有力量，不要馴服它。,木質花香調 、 皮革香調,萊姆、佛手柑、沈香,皮革、保加利亞玫瑰、鳶尾花、廣藿香、茉莉,香根草、白麝香、檀香、雪松、琥珀,https://www.1976.com.tw/prod/22896
Initio Side Effect 副作用淡香精,從第一滴開始，SIDE EFFECT 就捕捉感官，令全身顫抖，融合了菸草、香草、朗姆酒和肉桂的迷人香氣，並添加了 Hedione 的提煉，輕鬆俘獲人心。,東方調 、 辛辣調,肉桂、蘭姆酒、菸草、藏紅花、檀香、海地黃酮,,,https://www.1976.com.tw/prod/22854
4711 花卉系列 Daisy 純白雛菊中性古龍水,4711 花卉系列雛菊是一首迷人的自然美花香交響曲。,花香調,佛手柑、哈蜜瓜、小蒼蘭,雛菊、茉莉、牡丹,香草花、白木、麝香,https://www.1976.com.tw/prod/22836
4711 Remix California Feeling 加州陽光古龍水,一款活潑、多彩的作品，多汁的果味調香水！,柑橘花香調,苦橙、佛手柑、柑橘,玫瑰、茉莉、橙花,覆盆莓、麝香、琥珀,https://www.1976.com.tw/prod/22834
4711 Fig & Vetiver 無花果及香根草中性古龍水,果香四溢的無花果和翠綠的無花果葉，包裹在柔滑泥土氣息濃鬱的香根草香中。柑橘與綠意的獨特融合，令人思緒飄盪。簡約優雅－這款香氛激勵您不斷探索自我。,柑苔調 、 誘人美食調,香根草、無花果葉、無花果,,,https://www.1976.com.tw/prod/22832
4711 Acqua Colonia Intense 極致繽紛系列小香禮盒,這個禮盒真的超讚，價格便宜不說，四支香味都很好聞、各有特色 XD,木質調 、 辛辣調,,,,https://www.1976.com.tw/prod/22830
Nishane Deziro 德奇洛的慾望淡香精,DEZIRO 專為那些對關係和情感的神秘深度感興趣的人而設計，海洋的清新與薄荷的清涼交融，令人聯想到突如其來的海浪拍岸，帶來清爽的感覺。,柑苔調 、 海洋清新調,柑橘、海洋調、Ambrox Super,八角茴香、胡蘿蔔籽、紙莎草、薄荷、天竺葵,黃葵、岩蘭草、檀香,https://www.1976.com.tw/prod/22825
Marly Greenley 格林利中性淡香精,清新、皂感十足，青蘋果和雪鬆的芬芳中夾雜著一絲麝香和紫羅蘭的氣息。非常適合春夏,木質調 、 柑橘調 、 柑苔調,佛手柑、柑橘、青蘋果、羊絨木,雪松、苦橙葉、紫羅蘭、蓬萊花,橡樹苔、麝香、安柏木,https://www.1976.com.tw/prod/22816
Prada Infusion de Gingembre 沁檸生薑中性淡香精,"模擬生薑 浴水後劃開皮的恣意辛辣 揉合檸檬清透乾甜，展現略帶靈動水氣的刺激清爽
調香大師 Daniela (Roche) Andrier 以清新薑香為靈感，打造極致清新&辛辣奔放的中性氣息。",柑苔調 、 辛辣調,青橘,薑、天竺葵,香根草,https://www.1976.com.tw/prod/22815
Tom Ford Soleil Blanc 私人調香系列-夏日沙灘淡香精迷你瓶,FiFi Awards 2017 香水奧斯卡獎－年度香水之星-奢華女士香水,東方花香調,香檸檬、荳蔻、粉紅胡椒、開心果,茉莉、晚香玉、依蘭,琥珀、零陵香豆、安息香、椰子,https://www.1976.com.tw/prod/22767
Tom Ford White Suede 私人調香系列-白麝香淡香精迷你瓶,和認知中皂感輕柔的白麝香調性完全不同，最突出的是香調表中的麂皮，自帶一種類似皮夾皮革味和新鈔的油墨香混和成的低調富貴氣息感，襯托藏紅花的沉穩及淡淡的玫瑰花香。檀香頗為隱密，整體是一種非常特別的低調富裕的氛圍，非常中性。不會因為是白麝香及花香調讓人有偏柔的感受，擴散侵略性中低，是都會輕熟男女都適用的低調富貴香，持香大約4-5小時。,木質花香調 、 皮革香調,玫瑰、藏紅花、百里香、鈴蘭,白麂皮,琥珀、檀香、麝香,https://www.1976.com.tw/prod/22766
Tom Ford Neroli Portofino 暖陽橙花中性淡香精迷你瓶,《航海王》真人版「索隆」新田真劍佑，藝人愛用香水，清爽不厚重，一年四季都可以使用！,柑橘花香調,佛手柑、柑橘、檸檬、薰衣草、桃金孃、迷迭香、苦橙,非洲橙花、茉莉花、橙花、海桐花,琥珀、麝香錦葵、當歸,https://www.1976.com.tw/prod/22765
Montale Full incense 豐盈焚香中性淡香精,Montale 在2010年推出 Montale Full incense 豐盈焚香中性淡香精，欖香脂、索馬利亞香、勞丹脂、神聖的樹脂與雪松木和廣藿香葉和諧相處，散發出木質、乾燥、炎熱、煙燻的香氣。,木質東方調,欖香脂、索馬利亞香、勞丹脂、樹脂、雪松、廣藿香葉,,,https://www.1976.com.tw/prod/22619
Givenchy L'Interdit Absolu 紀梵希絕對禁忌中性淡香精,花香、木質香和琥珀香調之間的追逐，超越渴望、超越沉迷、超越自由，探索紀梵希 全新濃鬱香水 L'Interdit Absolu。 L'Interdit 的標誌性白花受到菸草精香的困擾：一種煙熏的全新溫暖特徵模糊了性別之間的界限，一款為所有有勇氣表達自己獨特性的人們所打造的香水。,東方花香調,橙花、薰衣草、小荳蔻,埃及橙花、橙花四重奏、晚香玉、茉莉,菸草、廣藿香、香根草,https://www.1976.com.tw/prod/22588
Adidas Spark Up 愛迪達率性淡香精-無畏自信,"Adidas Spark Up 愛迪達率性淡香精-無畏自信，在充滿活力的感受下成為最好的自己, 自信展現最好的你，以檸檬和小蒼蘭的清新香氣喚醒你的正面感受。",花果清新調,番石榴、檸檬,油桃、小蒼蘭,雪松、金黃木質,https://www.1976.com.tw/prod/22579
Adidas Get Comfy 愛迪達率性淡香精-療癒時光,運動香水第一品牌，Adidas推出Adidas Energy Vibes 愛迪達率性淡香精-能量驅動，充滿能量、動感的氣息，讓您運動時充滿自信！,柑橘花香調,柑橘、黑醋栗,玫瑰、茉莉,香草、檀香,https://www.1976.com.tw/prod/22578
Adidas Chill Zone 愛迪達率性淡香精-慵懶地帶,"Adidas Chill Zone 愛迪達率性淡香精-慵懶地帶，用輕鬆的感覺包圍你, 毫不費力地消除日常壓力，感受香草和薰衣草香調帶來的寧靜。讓您在運動時也能夠輕鬆揮汗，怡然自得。",木質調,梨、生薑,薰衣草、乳香,香草、雪松,https://www.1976.com.tw/prod/22577
Adidas Full Recharge 愛迪達率性淡香精-能量補給,2024年 推出的Adidas Energy Vibes 愛迪達率性-能量驅動中性淡香精，體驗探索大自然時，那種神清氣爽、無拘無束的感受，薄荷和雪松木的清爽香氣，如同重回自然的懷抱。,草香清新調 、 柑苔調 、 辛辣調,綠薄荷、青橘,天竺葵、薑,香根草、雪松,https://www.1976.com.tw/prod/22576
Aesop Aurner 詠香?,AESOP 在2025年推出 Aurner 詠香?，一種具有意想不到的對比的叛逆花香：令人振奮的綠色香料與草本深度融合，而共鳴的木蘭葉則在奢華的木質香調中找到根源。,草香清新調 、 木質花香調 、 辛辣調,洋甘菊、小荳蔻、粉紅胡椒,白木蘭葉、天竺葵、小荳蔻,檀香、雪松之心、香附子,https://www.1976.com.tw/prod/22548
Aesop Virere 蔚香水,AESOP 在2023年推出 Gloam 格歐暮香水，是一種花香、辛香，當外部世界退去時，思想轉向內心的狀態。一款獨特的花香，帶有濃郁的香料味，含有粉狀含羞草、芳香藏紅花和泥土氣息的鳶尾花。,草香清新調 、 茶香清新調 、 木質清新調,佛手柑、白松香、苦橙葉,綠茶、乳香、粉紅胡椒,雪松、瑪黛茶、乾草,https://www.1976.com.tw/prod/22244
