name,description,fragrance,top_notes,middle_notes,base_notes,detail_url
Etat Libre d'Orange Jasmin et cigarette 解放橘郡 茉莉香菸女性淡香精,這也不是甚麼清淡幽靜的香氣。一開始的茉莉極為水潤立體的開在眼前，然後漸漸轉為菸草略帶葡萄乾果香氣的溫暖味道。最後留在肌膚上的是西洋梨微妙的絲綢感營造皮膚感、茉莉中肥厚的引朵營造肉感與體溫感，然後在一片宛若香汗的麝香中散發著極度肉慾的香氣。最適合自許為叛逆而不羈的人使用(個人覺得男女皆宜就是)。,東方花香調 、 辛辣調,白松香、快樂鼠尾草,茉莉、薑黃,零陵香豆、馬黛、菸草,https://www.1976.com.tw/prod/23069
Philosophy Amazing Grace 驚喜優雅女性淡香水,這瓶是很適合年輕大學生的香氛，很輕柔有氣質，不像香水的味道，反而有點爽身粉、肥皂般的氣息！感覺是溫柔的校花身上會有的味道,花香調,佛手柑,鈴蘭,麝香,https://www.1976.com.tw/prod/17427
Hollister 加州夕陽女性淡香精,"甜美的花果香但後味的木質香氣讓整體甜而不膩，
很適合穿去渡假，都感覺到海風吹拂！",花果甜美調,楊桃、黑莓雪酪、木梨,蘭花、芙蓉、加州罌粟,檀香、柚木、琥珀,https://www.1976.com.tw/prod/14195
Banana Republic Alabaster 香蕉共和國雪花女性淡香精,這是我第一次買香蕉共和國的香水，感覺是冷香，綠葉味道比較突出，雖然叫雪花，卻覺得更適合夏天,木質花香調,槴子花瓣、蓮花、橘子花,月下香、野薔薇、忍冬,麝香、白龍涎香、西杉木,https://www.1976.com.tw/prod/5144
Lanvin Me 浪凡我女性淡香精,"這款香水 前味是草莓葉 濃郁芬芳SWEET，後味像是棉被剛烘完曬過的的""溫柔""氣息，而且我覺得有特色的是，我比較容易流汗，這支me 香水不會因為汗水而變味道，適合努力向上工作的女人，你們不覺得~送給平時身邊照顧你的主管或老婆很適合嗎?這款香水最適合送給你覺得工作很認真最美麗的她、平時溫柔對待為你付出的女人。",木質調 、 花果甜美調,香橙、藍莓,玫瑰、夜來香,檀香木、甘草根,https://www.1976.com.tw/prod/10466
Tiffany & Love 愛語女性淡香精,果香木香花香，三香一體的完美交響，恰到好處的柔和與溫順，讓對柑橘調原本沒有什麼興趣的我，也臣服在它協調美好的氛圍裡，這是一款不會出錯的好味道，正式率性柔美開朗，各種場合各種角色都能好好駕馭好好演繹！,木質花香調 、 柑橘調,藍色羅勒、葡萄柚,奈若利橙花,藍木紅衫、香根草、雪松,https://www.1976.com.tw/prod/17513
Frederic Malle Rose Tonnerre 馥馬爾香氛出版社夜色玫瑰女性淡香精行動香氛,藝人 天后王菲私下鍾愛的收藏之一。很值得蒐藏的一罐香水，味道乾淨，是女王的玫瑰香，帶點水氣。不是狂野張揚的，也不是溫柔小意的，是讓人無法忽視，具有存在感的紅玫瑰。,玫瑰花香調,玫瑰、蜂蜜、葡萄酒渣,土耳其玫瑰、松露、天竺葵,香根草、廣藿香、雪松、海狸香,https://www.1976.com.tw/prod/23071
Lacoste Touch of Pink 粉紅觸感女性淡香水,LACOSTE Touch Of Pink粉紅觸感女性香水，清新自然、充滿活力、蕰含女性化優雅柔美的氣質，令人眼睛為之一亮。,木質花香調,血橙、小荳蔻,茉莉、胡蘿蔔籽,檀香、麝香,https://www.1976.com.tw/prod/22651
Juicy Couture Majestic Woods 厚重森林女性淡香精,這款香水散發出迷人的光彩，散發出誘人的果仁糖和琥珀香氣，帶來動感。珍貴的雄偉樹林和廣patch香成分營造出迷人的氛圍，令人著迷。,木質東方調,果仁糖、零陵香豆,琥珀,木質香、廣藿香,https://www.1976.com.tw/prod/18325
Estee Lauder Pleasures Intense 雅詩蘭黛馥郁歡沁女性淡香精,有辦公室熟女的味道，濃郁的花香調，有種精油的木質味餐雜其中，散發著智慧女性的氣質，很適合上班族女性使用。,花香調,茉莉、綠百合、黑茶子、牡丹、依蘭,摩洛哥玫瑰、粉紅虎百合,木質調搭配清新自然的香草精華,https://www.1976.com.tw/prod/2768
Boss Woman 女性淡香精,是一種氛圍-置身在幸福、安穩的確信當中。微醺的夢幻黃 像一抹彩霞最邊邊無垠的邊際。 對喜歡美感、要求準則的朋友，這是一件令人滿足的藝術香氛。 boss woman 如同妳走過小花攤，駐足回眸再望---深呼吸的清新。,花果清新調,芒果、 柑橘,鳶尾草、 紫羅蘭,檀香、雪松,https://www.1976.com.tw/prod/2803
Loewe I Loewe You 羅威甜心飛吻女性淡香水,甜蜜的花香味，散發出甜美小女人的味道，男友一定都很愛 我是這瓶香水的愛用者，已經用掉三瓶囉 非常適合１８～２５歲的女孩子使用,花果清新調,葡萄柚、佛手柑、檸檬,牡丹、保加利亞玫瑰、茉莉,波旁香草、白麝香、珍木,https://www.1976.com.tw/prod/2822
Lancome Poeme 蘭蔻詩情愛意女性淡香精,這次，姐買的不是香水，這次~姐買的是回憶……初接觸距現在20年有了，雖然當時璀璨、詩情愛意這樣的香調在我身上略顯成熟，但我就是喜愛那樣的熟韻與持久度……閒來無事，最愛逛1976了，那天，眼簾裡映入了詩情愛意，突然有一種擔憂，怕有一天它會從這世上消失，於是快速將它納入我的香水團隊中，那熟悉的香調，是溫柔，是大氣，是穩重，是韻味，很適合接下來的秋冬氣候，更適合當我一輩子的回憶。,花香調,曼陀螺花、藍色罌粟,黃玫瑰、鳶尾、含羞草、黃水仙,香草花,https://www.1976.com.tw/prod/3009
Miu Miu L'Eau Bleue 春日花園女性淡香精,這支穿起來不帶侵略性很平宜近人～適合當日常香～聞起來很舒服～春夏天穿很清新～朋友問我噴哪種的香水很好聞～我就推薦她這瓶,草香清新調 、 花香調,鈴蘭、朝露,忍冬花,Akigala木,https://www.1976.com.tw/prod/15090
Moschino Toy2 熊芯未泯 2 女性淡香精,瓶子真的可愛，很吸引目光！味道方面，我覺得聞起來像水果小熊軟糖~甜甜的，是讓人很放鬆的味道！雖然手邊目前只有試管，但我之後一定會把它買回家！,木質花香調 、 花果清新調,青蘋果、玉蘭、柑橘,白醋栗、牡丹、茉莉,雪松、麝香、琥珀,https://www.1976.com.tw/prod/16917
Katy Perry Killer Queen 殺手女王女性淡香精,瓶子真的美，我喜歡紅色，光看瓶子就給它買下了。香味就像大家評論的甜甜甜，從烏梅的甜到果仁糖的甜，我個人是喜歡甜香，這款持香度也是物超所值的久，所以用完會回購哦。,誘人美食調,野莓、烏梅、佛手柑,紅色絲絨花、茉莉、雞蛋花,喀什米爾香氣、廣藿香、果仁糖,https://www.1976.com.tw/prod/11620
Sarah Jessica Parker Lovely 莎拉潔西卡派克慾望城市女性淡香精,很好聞很舒服的味道，一開始聞到會先聯想到百貨公司的高級專櫃，過一陣子後木頭的味道慢慢出來，變得相當穩重，但又帶有花香的清甜所以不老氣，不論是工作或逛街都滿適合使用的一支。,木質花香調,柑橘、花梨木、薰衣草、蘋果馬丁尼、佛手柑,蘭花、廣藿香、白水仙,麝香、香柏木、龍涎香、木質香,https://www.1976.com.tw/prod/3097
Philosophy Amazing Grace Ballet Rose 驚喜優雅-芭蕾玫瑰女性淡香水,非常優雅且溫柔的香氣，雖然是淡香水持久度還可以有5.6小時。就是一個鄰家好姊姊的味道!,玫瑰花香調,荔枝、金合歡、茉莉花瓣,玫瑰精油、牡丹花露,麝香黃葵子、花梨木、麝香,https://www.1976.com.tw/prod/17428
Lolita Lempicka 蘿莉塔森林小鹿女性淡香精,一開始是明顯的蔓越梅和柑橘味，很快的茉莉的花香平衡了酸味，並且以越趨明顯的香草味作為收尾。持久度很不錯，就像是莓果香草冰淇淋一般，美味的誘惑！,花果甜美調,尼泊爾蔓越莓、義大利柑橘、貝里尼,雙瓣茉莉精萃、茉莉花瓣、白蜜桃,馬達加斯加香草、白麝香,https://www.1976.com.tw/prod/16674
Sarah Jessica Parker Lovely 莎拉潔西卡派克慾望城市女性淡香精 TESTER,這瓶以前就有購入過，當時覺得瓶身很美，而且又是慾望城市的粉絲，當然不會錯過這支香水，味道很溫和淡淡優雅感，不是張牙舞爪那種氛圍，是可以入手的一款香水。,木質花香調,,,,https://www.1976.com.tw/prod/6367
Moschino Toy2 熊芯未泯 2 女性淡香精 TESTER,瓶身設計超可愛！前味融合花香與柑橘調，再加上微酸的青蘋果，是清爽的甜味。中後調轉入木質花香，甜味漸淡。是日常可以使用的活潑香味。,木質花香調,青蘋果、玉蘭、柑橘,白醋栗、牡丹、茉莉,雪松、麝香、琥珀,https://www.1976.com.tw/prod/17588
Miller Harris Lumiere Doree 初晨之光女性淡香精,"跟另一罐Le Jasmin淡香精氣味很像，差別在中調，百花勝開了，而且一波又一波襲來，差點讓我招架不住啊！我是買50ml的，有點後悔，應該買大罐100ml, 建議春夏天穿她",木質花香調 、 柑橘花香調,橙、苦橙葉、佛手柑,橙花、茉莉花,琥珀、白麝香、喀什米爾木、香根草,https://www.1976.com.tw/prod/17176
Lacoste L.12.12 Rose 經典玫瑰女性淡香精,Lacoste L.12.12 Rose 經典玫瑰女性淡香精，散發出花香果香，展現出光彩奪目的女性氣質。充滿活力的綠色柑橘和新鮮薄荷與麝香和甜玫瑰混合，帶來優雅而包容的感覺。,玫瑰花香調 、 花果清新調,柑橘 、薄荷,玫瑰、麝香,雪松 、龍涎香,https://www.1976.com.tw/prod/22604
Estee Lauder Modern Muse 雅詩蘭黛繆思女性淡香精,從頭到尾都是很舒服的味道，很適合溫暖的冬天，穿着毛茸茸的外套，冷風吹來時聞到自己身上的味道，非常溫柔又溫暖的感覺，女生噴上去真的馬上變成了溫柔小姐姐,木質花香調,柑橘,晚香玉、鮮百合、忍冬花蜜、茉莉、晨露花瓣,廣藿香、香草馬達加斯加、琥珀木、軟麝香,https://www.1976.com.tw/prod/13416
Katy Perry Royal Revolution 皇家革命女性淡香精,看過katy perry紀錄片的人一定都知道他是個堅強卻帶有幻想的大女孩，如同這瓶香水一般，石榴的甜美卻因為後調的檀香與麝香顯得很有力量,木質花香調,粉紅色小蒼蘭、石榴,檀香、橙花、茉莉花瓣,黑刺李 、膚色麝香、香草蘭,https://www.1976.com.tw/prod/12555
L'Occitane ROSE 歐舒丹玫瑰女性淡香水,清甜的荔枝果香帶出玫瑰味，甜而不粉，像春日午後在花園中啜飲著花果茶，悠閒而愉悅。,玫瑰花香調,粉紅胡椒、荔枝、覆盆莓,千葉玫瑰、大馬士革玫瑰,廣藿香、白麝香、琥珀,https://www.1976.com.tw/prod/20523
Lolita Lempicka 蘿莉塔森林小鹿女性淡香精 TESTER,一開始是明顯的蔓越梅和柑橘味，很快的茉莉的花香平衡了酸味，並且以越趨明顯的香草味作為收尾。持久度很不錯，就像是莓果香草冰淇淋一般，美味的誘惑！,花果甜美調,尼泊爾蔓越莓、義大利柑橘,雙瓣茉莉精萃、茉莉花瓣、白蜜桃,馬達加斯加香草、白麝香,https://www.1976.com.tw/prod/17340
Moschino Toy2 熊芯未泯 2 女性淡香精迷你瓶,凡是牡丹加茉莉的香水都還沒有讓我失望過~加上Moschino 這個牌子外包裝又可愛的逼死人，這個不買不行啊啊啊啊~,木質花香調,青蘋果、玉蘭、柑橘,白醋栗、牡丹、茉莉,雪松、麝香、琥珀,https://www.1976.com.tw/prod/16847
Philosophy Amazing Grace Bergamot 驚喜優雅佛手柑女性淡香水,受佛手柑溫暖活潑的啟發，2019年將驚喜優雅經過重新演繹，營造出一種感性的氛圍。令人回味的佛手柑和橙花香調與鈴蘭和溫暖的麝香混合在一起，對在美國最受歡迎的女性香水-驚喜優雅的香味進行了明亮而充滿活力的詮釋。,柑橘花香調,佛手柑,鈴蘭、橙花,麝香,https://www.1976.com.tw/prod/21798
Guess Girl 女郎女性淡香水,瓶子是漂亮的流線型，剛噴上就發覺她是位大小姐，漂亮的外表加上高傲的內在，甜得有些嗆，一開始覺得她不好駕馭，感覺需要在高級精品店或大飯店有冷氣充足的地方才能穿上她。但是隨著相處的時間越來越久，發現大小姐不是那麼難以親近，尖銳的表像之下就是甜美帶點任性的女孩，對自己喜歡的對象充滿熱情勇往直前。但是她最可愛的時候還是睡著的時候，後味溫溫柔柔的甜味，應該是香草吧!像一張溫暖大床，但是檀香的融合又讓我發現，她睡的應該是希爾頓飯店的KING SIZE的純白羽毛大床，果然是大小姐。,花果甜美調,覆盆子花蜜、甜瓜、佛手柑霧,巴西天堂蘭、普羅旺斯刺槐、百合,澳洲檀香、馬達加斯加香草,https://www.1976.com.tw/prod/10436
Rochas Byzance 拜占庭女性淡香精,這瓶香水是我年輕的時候的最愛，可惜他停產了，前幾年有出產，但瓶身跟原來的形狀差很多，今年看到時嚇一跳，瓶身有些地方不太一樣，但拜占庭香水又回來了，就馬上下訂！,東方花香調,佛手柑、梨子,玫瑰、小蒼蘭、天芥,香草、木質、麝香,https://www.1976.com.tw/prod/17885
Nicole Miller 妮可米勒女性淡香精,非常優雅而獨特，推薦給不愛撞香的妳。,桃子、李子、醛類、香菜、橘子、佛手柑、草香調,,蜂蜜、晚香玉、康乃馨、茉莉、依蘭、天芥菜、大馬士革玫瑰、鳶尾、蘭花,琥珀、檀香、零陵香豆、安息香、香草、麝香、香根草、雪松,https://www.1976.com.tw/prod/19256
L'Occitane Fleurs De Cerisier 歐舒丹櫻花淡香水,第一次接觸到她是在我大學時期，一直以來我都很喜歡櫻花香味的東西，所以歐舒丹櫻花系列的東西我都有購買，這款的香水聞起來非常優雅，而且是不會刺鼻的那種，一整天上班噴幾下擦在耳際就可以維持很久，心情也會變得很好，讓整個人也覺得優雅了起來！,花果清新調,櫻桃、小蒼蘭、黑加侖,櫻花、鈴蘭,花梨木、琥珀、麝香,https://www.1976.com.tw/prod/4587
Tiffany Rose Gold 玫瑰金女性淡香精,Tiffanyㄧ如它的瓶子般是ㄧ顆鑽石，使用最昂貴的鳶尾根，是玫瑰香和高雅深邃的鳶尾根味道，ㄧ款氣質玫瑰香。,玫瑰花香調,黑醋栗、粉紅胡椒、荔枝,藍玫瑰、鳶尾,麝香、香葵,https://www.1976.com.tw/prod/19796
Rochas Byzance 拜占庭女性淡香精 TESTER,這瓶香水是我年輕的時候的最愛，可惜他停產了，但拜占庭香水又回來了，就馬上下訂！,東方花香調,佛手柑、梨子,玫瑰、小蒼蘭、天芥,香草、木質、麝香,https://www.1976.com.tw/prod/19892
Tiffany Rose Gold 玫瑰金女性淡香精 TESTER,黑醋栗、粉紅胡椒、荔枝的香味是Tiffany玫瑰金的獨特芬芳，瓶身部分換上透明金色香水瓶，拿掉了同名女性淡香精的皮革感，加上了藍玫瑰，更有層次，也更加甜美一些。,玫瑰花香調,黑醋栗、粉紅胡椒、荔枝,藍玫瑰、鳶尾,麝香、香葵,https://www.1976.com.tw/prod/19969
Frederic Malle Portrait of a Lady 馥馬爾香氛出版社貴婦肖像淡香精,美味的玫瑰和廣藿香炸彈。這是非常有力、優雅和成熟的。,東方花香調,玫瑰,黑醋栗、覆盆子、丁香基、焚香,廣藿香、檀香、乳香,https://www.1976.com.tw/prod/21942
Philosophy Amazing Grace Jasmine 驚喜優雅茉莉女性淡香水,受茉莉花溫暖魅力的啟發，2021年將驚喜優雅經過重新演繹，營造出一種感性的氛圍。誘人的茉莉花瓣花香與椰子水和麝香混合，創造出對經典香味的微妙感性詮釋。在層層交疊的香味融合下，使香氛更加清新優雅。,花香調,佛手柑,茉莉、椰子水,麝香,https://www.1976.com.tw/prod/21797
Armand Basi In Red 紅玉銀柳女性淡香水,剛開始的冷冽，漸轉為溫潤柔美，古典婉約美人的氣息。不是四處可見的花香，雖清新淡雅，卻讓知音著魔追尋。,花香調,中國柑桔、佛手柑、清薑、荳蔻,山谷百合、玫瑰、茉莉、紫羅蘭葉,木香、白麝香、綠苔,https://www.1976.com.tw/prod/4040
Estee Lauder Knowing 雅詩蘭黛盡在不言中女性淡香精,隱隱地散播出絲絲的甜瓜香與李子香，並加上特殊的含羞草及絲尤 花、夜來香等濃郁神祕的香味，此款多年前聞過，屬沉穩內斂感，夏天用會太重了，冬天較佳，屬個性相當獨立自主的熟女使用較能襯托出!美國人很喜歡較濃明顯的香水，跟東方人的喜好有差異。,木質花香調,玫瑰、絲尤花、夜來香、含羞草、金盞花、香瓜、李子,薄荷、鳶尾草、茉莉、百合、香油樹、丁香、橘花、月桂,橡木、苔蘚、檀香木、琥珀、麝香、香草,https://www.1976.com.tw/prod/9760
Valentino Valentina 瓦倫緹娜女性淡香精版本,對我來說這款香水是憧憬，這支是我在16歲那年買的，當時聞到就覺得啊～我肯定駕馭不來，這是一隻充滿女人味、知性、溫柔、沉穩又讓人感到舒適輕柔的花香調，到現在20歲了，噴在身上也不突兀，這隻是我最喜歡最憧憬的香水。,東方花香調,阿爾巴白松露、義大利佛手柑,晚香玉、阿瑪菲橙花、野草莓、茉莉花,琥珀、雪松,https://www.1976.com.tw/prod/9481
L'Occitane Osmanthus 歐舒丹桂花淡香水,趙麗穎同款香水推薦：歐舒丹 桂花淡香水，在初秋微風吹拂之際，使全身自帶一股優雅「高桂香」～,花香調,苦橙、 西洋梨、 杏桃,鈴蘭、小蒼蘭、桂花、胡蘿蔔籽,雪松、檀香,https://www.1976.com.tw/prod/20428
Ariana Grande 亞莉安娜同名女性淡香精,甜美的香草棉花糖甜味，在體溫的催化下，甜味慢慢轉化成糖果店才有的獨特香氣，整個人就像是一顆甜美的糖果，噴在身上真的會讓人不經意的想尋找擁有這個香氣的主人！,麝香、木香調、棉花糖,梨子、葡萄柚、覆盆子,鈴蘭、玫瑰、蘭花,,https://www.1976.com.tw/prod/14249
Tiffany Rose Gold 玫瑰金女性淡香精迷你瓶,黑醋栗、粉紅胡椒、荔枝的香味是Tiffany玫瑰金的獨特芬芳，瓶身部分換上透明金色香水瓶，拿掉了同名女性淡香精的皮革感，加上了藍玫瑰，更有層次，也更加甜美一些。,玫瑰花香調,黑醋栗、粉紅胡椒、荔枝,藍玫瑰、鳶尾,麝香、香葵,https://www.1976.com.tw/prod/19915
Britney Spears Prerogative RAVE 小甜甜布蘭妮特權RAVE女性淡香精,比Prerogative甜一點、多一點花香味，有點把Fantasy和Prerogative混合的感覺，個人覺得是挺溫暖濃郁的味道，比較適合冬天穿,花果甜美調,柑橘、梨、覆盆子,紅百合、小蒼蘭、青茉莉,喀什米爾木麝香、檀木、雪松、麝香,https://www.1976.com.tw/prod/17197
JLo Still 珍妮佛羅培茲星鑽女性淡香精,非常適合都會新女性初次使用香水的清新不造作，花香適中不過於嗆鼻，在後味轉成沉穩乾淨的淡淡皂香非常舒服。,花香調,柑橘、英國伯爵茶、白胡椒、清酒,野茉莉、橙花、玫瑰、粉紅小蒼蘭、忍冬,麝香、琥珀、鳶尾花、檀木,https://www.1976.com.tw/prod/2761
JLo Still 珍妮佛羅培茲星鑽女性淡香精 TESTER,因為網站上多人推薦而且伯爵茶香氣這點非常吸引我，於是趁著特價馬上盲選無試香就直接入手。整體來說是一款不會後悔的投資。今天對香味沒想法的時候很適合穿搭她出門，無論日系韓系的打扮都不衝突。是百搭的香氣小單品。也很適合上班新鮮人入手的不突兀香味。,,柑橘、英國伯爵茶、白胡椒、清酒,野茉莉、橙花、玫瑰、粉紅小蒼蘭、忍冬,麝香、琥珀、鳶尾花、檀木,https://www.1976.com.tw/prod/3273
Van Cleef & Arpels Gardenia Petale 夜戀梔子花女性淡香精,濃郁花香味、貴族氣息、溫暖厚實、感覺是一個很有品味的女生、穿戴整齊的、適合正式的場合、溫暖的調性適合冬天圍巾纏繞、也適合夜晚……,花香調,柑橘、綠葉,茉莉、山谷百合、鈴蘭,麝香、梔子,https://www.1976.com.tw/prod/16267
Acqua Di Parma Magnolia Nobile 高貴木蘭女性淡香精,Magnolia Nobile 高貴木蘭是一款表達女性氣質的明亮現代香水。探索這款迷人而精緻的花香組合！,柑橘花香調,卡拉布里亞香檸檬、西西里檸檬、雪松,木蘭、保加利亞玫瑰、晚香玉、茉莉,檀木、廣藿香、香根草、香草,https://www.1976.com.tw/prod/19644
Victoria's Secret Bombshell 炸彈女性淡香精,第一次聞到此款香水是在飯店房務部在清掃續住客房間聞到的，甜甜的，散發出一種很清心的味道，聞起來很清心甜蜜，一聞就愛上，算是人生第一瓶香水，一直很愛這瓶甜蜜的味道。,花果甜美調,蜜橘、葡萄柚、菠蘿草莓、西番蓮果,茉莉、紅漿果、鈴蘭、牡丹、香草蘭,麝香、木質元素、橡苔,https://www.1976.com.tw/prod/15204
Estee Lauder Beautiful 雅詩蘭黛美麗女性淡香精,"辨識度極高的木質花香調，屬於冷靜又具存在感的女人香，尤其因為不屬於目前的主流香調，反而不用擔心出門撞香。
適合很有個性的嫵媚女人。",木質花香調,保加利亞玫瑰、百合花、法國夜來香、金盞花、肉桂皮、新鮮水果,茉莉花、香油樹、摩洛哥桔橘花、荷蘭石竹,沒藥、鳶尾草、橡木、苔蘚、琥珀、東加豆、白檀木,https://www.1976.com.tw/prod/3206
Agent Provocateur 密使同名女性淡香精,異常珍貴的番紅花賦予獨特的香氣，前味的辛辣清新感來自胡荽，茉莉玫瑰花香並不張揚，後味的組合讓香氣久遠。整體而言，不悶騷，一點點清涼感，性感又自信，不特意討好，卻又讓對方不自覺得像妳靠近，魅惑的很成功。,東方花香調,印度番紅花、俄羅斯胡荽,木蘭花、埃及茉莉、摩洛哥玫瑰,西洋杉木、香根草、琥珀、麝香,https://www.1976.com.tw/prod/3425
Lattafa Ameerat Al Arab 阿拉伯之春淡香精,Lattafa 拉塔法 杜拜沙龍香,木質花香調 、 柑橘花香調,柑橘調、佛手柑,白麝香 蘆薈,茉莉、麝香、木質調、烏木,https://www.1976.com.tw/prod/22894
Armand Basi In Red 紅玉銀柳女性淡香精,很有氣質又特別的味道，香水櫃裡幾乎沒有聞過其他類似的，前味的薑慢慢和茉莉融合後，形成非常完美的中味，又因為是淡香精，香味可以持續比較久，是很有質感的一隻香水。,花香調,中國柑桔、佛手柑、清薑、荳蔻,山谷百合、玫瑰、茉莉、紫羅蘭葉,木香、白麝香、綠苔,https://www.1976.com.tw/prod/4369
Tiffany Rose Gold Intense 玫瑰金金粹女性淡香精,Tiffanyㄧ如它的瓶子般是ㄧ顆鑽石，使用最昂貴的鳶尾根，是玫瑰香和高雅深邃的鳶尾根味道，ㄧ款氣質玫瑰香。,粉紅胡椒、果香調、柑橘,,土耳其玫瑰、鳶尾、橙花、茉莉花,糖、廣藿香、木質調 海洋調,https://www.1976.com.tw/prod/22467
Moschino Bubble Gum 泡泡熊女性淡香水,噴出來的一剎那，頓時幻想空氣中飄浮許多半透明粉紅泡泡，第一直覺就是～～它真的是泡泡糖Bubble Gum耶！亦有一種養樂多甜甜發酵乳味。鼻子不靈敏，無法像資深鄉民細細分析形容前中後調香氛變化，但這一支香水是前中後調都符合我心意的命定之選。穿上它，滿足內心那個不願長大的小女孩渴望之甜蜜嬌寵感。,誘人美食調 、 花果甜美調,義大利檸檬精油、義大利柑橘精油、泡泡糖、肉桂、黑醋栗,乾薑粉末、保加利亞玫瑰精油、粉色桃花、水蜜桃,雪松精油、絲絨麝香雞尾酒、龍涎香,https://www.1976.com.tw/prod/18733
Tiffany Rose Gold Intense 玫瑰金金粹女性淡香精迷你瓶,Tiffanyㄧ如它的瓶子般是ㄧ顆鑽石，使用最昂貴的鳶尾根，是玫瑰香和高雅深邃的鳶尾根味道，ㄧ款氣質玫瑰香。,粉紅胡椒、果香調、柑橘,,土耳其玫瑰、鳶尾、橙花、茉莉花,糖、廣藿香、木質調 海洋調,https://www.1976.com.tw/prod/22493
Roberto Cavalli 女性淡香精,不經意的認識到這隻香水，沒有聞過只看了網路上的香評買的，同時也因為喜歡這個牌子所以很期待收到。結果，現在成了我最愛的香水！香草一直是我最愛的元素，香調表裡有香草的香水我都会蠻喜歡的，這隻香水裡橙花搭配上香草，太太太適合了，好香！我愛死了！還值得一提的是瓶身超級美～,東方花香調,粉紅胡椒,橙花,安息香脂、頓加豆、香草,https://www.1976.com.tw/prod/14839
Ariana Grande Cloud 亞莉安娜雲朵女性淡香精,一直很想要找甜甜又帶點奶香味的香水，上網搜了好多資料終於決定要買這支香水，外型完全是我的菜，超級美～香味就像是椰子糖，但又不會太過甜膩，是一種很柔軟的香味，喜歡食物味的甜香水一定要買這支，超級推薦！！,誘人美食調,佛手柑、梨、薰衣草,椰子、果仁糖、香草蘭,羊絨,https://www.1976.com.tw/prod/17044
Estee Lauder White Linen 雅詩蘭黛白色亞麻女性淡香精,"這款香水很有辨別度，是一款聞到會有復古感覺的香味，樸實而有內涵,有點輕熟女才比較容易駕馭，高中小女生真的不適合使用這款，感覺會比較老氣，給人有穿媽媽套裝的感覺",木質花香調,檸檬、桃、醛香,康乃馨、鳶尾、茉莉、風信子、依蘭、玫瑰、鈴蘭、紫羅蘭、紫丁香、蘭花、鳶尾草,香根草、檀木、雪松、琥珀、安息香、零陵香豆、蜂蜜、橡苔,https://www.1976.com.tw/prod/14668
JLo Glow 珍妮佛羅培茲女性淡香水,如同剛泡完暖暖的花瓣浴，躺進棉花般軟軟的被窩裡。是一種帶著小女人風情的味道。,花香調,桔花、葡萄柚、柑橘,玫瑰、檀香、琥珀,茉莉花、香草、白麝香、鳶尾花,https://www.1976.com.tw/prod/2774
Boucheron Quatre 伯瓊經典環戒女性淡香精,"被香水瓶深深的吸引了太美了，是一個他們品牌戒指的轉頭愛上了。
試聞過後玫瑰與茉莉很舒服，直接入手～～
價格公道，噴了也開心，推薦大家。
送女友也很適合喔",柑橘花香調 、 花果甜美調,苦橙精華、巴西綠柑橘精華、紅醋栗、野草莓,茉莉花、玫瑰、Petalia,黃金木、雪松、喀什米爾、麝香,https://www.1976.com.tw/prod/14285
Sarah Jessica Parker Lovely Lights 慾望城市輕柔版女性淡香精,羊絨和茉莉花香，帶有柔和性感的木質香氣，持久度比較低。,木質花香調,柑橘、金銀花、橙花,梔子花、茉莉花、開司米木香,麝香、檀香、琥珀,https://www.1976.com.tw/prod/21106
Tory Burch Sublime Rose 仙境玫瑰淡香精,Tory Burch推出「夢境之粹香氛系列」，五款夢幻花香+復古經典瓶身，飄出陣陣仙氣。,玫瑰花香調 、 水生花香調,黑醋栗、玫瑰水,玫瑰、小蒼蘭,夢木 DREAMWOOD、廣藿香,https://www.1976.com.tw/prod/21209
Miu Miu Twist 玩轉女孩淡香精,香味如其名，就像調皮甜美的女孩一樣，有濃濃果香味，而且香味持久。,木質清新調 、 柑橘花香調,佛手柑、蘋果花、蘋果,粉紅琥珀、零陵香豆,雪松木,https://www.1976.com.tw/prod/16833
Kate Spade 桃氣甜心女性淡香精,"聞起來像是清淡版的burberry her，有明顯但不膩的草莓糖味。

怕burberry her太悶但又愛草莓的可以選這瓶！",花果甜美調,野莓、佛手柑,玫瑰精粹、小蒼蘭,龍涎香、喀什米爾,https://www.1976.com.tw/prod/18919
Boucheron Quatre 伯瓊經典環戒女性淡香精 TESTER,好險買了100ml~!這是帶一點點果酸的清爽甜味，聞起來就像氣質甜美中帶點俏皮感的女孩會噴的香水，聞起來非常舒服，不粉、不濃，非常適合2-30歲左右的女生!,柑橘花香調 、 花果甜美調,苦橙精華、巴西綠柑橘精華、紅醋栗、野草莓,茉莉花、玫瑰、Petalia,黃金木、雪松、喀什米爾、麝香,https://www.1976.com.tw/prod/14901
Miller Harris Rose Silence 玫瑰晨語女性淡香精,"她的氣息，就像是在夏日早晨花園裏，還不那麼熱的時候，喝了杯酸酸微甜的果汁，裙擺微微飄逸著，走在開滿玫瑰的小徑中
外表看起來文靜，其實內心是非常活潑的女孩 很適合這隻香水喔",玫瑰花香調,馬達加斯加粉紅胡椒、義大利綠柑橘、埃及黑醋栗,法國千葉玫瑰、埃及天竺葵,印尼廣藿香、白麝香、橡苔,https://www.1976.com.tw/prod/15693
